TIMEMS,lastbtc,lastada,lastbat,lasthot,lasttrx,lastwaves,lastxrp,lastxtz,volumebtc,volumeada,volumebat,volumehot,volumetrx,volumewaves,volumexrp,volumextz
1588150676058,55944,0.345,1.29,0.00244,0.108,7.51,1.513,19.65,1115.61,9833682.00,1508862.20,511875966.00,36458351.00,1138001.94,12119615.80,164161.60
1588150797881,56099,0.34,1.29,0.00243,0.108,7.51,1.514,19.65,1116.49,9867377.00,1502995.10,512427603.00,36466929.00,1135069.66,12119399.40,161811.08
1588150919098,56097,0.345,1.3,0.00243,0.108,7.51,1.514,19.65,1116.87,9857374.00,1503005.10,512535484.00,36466929.00,1135071.66,12121849.50,161340.95
1588151040274,56055,0.344,1.3,0.00244,0.108,7.51,1.519,19.65,1117.60,9983913.00,1490475.90,512539484.00,36456931.00,1134731.71,12125825.10,161230.15
1588151161711,56093,0.344,1.3,0.00244,0.107,7.49,1.519,19.66,1116.60,10016041.00,1490475.90,512555526.00,36453132.00,1131003.85,12124157.40,159406.89
1588151283143,56000,0.346,1.29,0.00244,0.107,7.49,1.516,19.66,1117.19,10175282.00,1482570.50,512555526.00,36105664.00,1129527.34,12114912.90,158884.12
1588151404690,55950,0.344,1.29,0.00244,0.107,7.48,1.519,19.66,1117.95,10225775.00,1483567.00,512555526.00,35883882.00,1130306.35,12114963.30,158331.29
1588151526012,55950,0.344,1.29,0.00244,0.107,7.49,1.519,19.66,1118.21,10220751.00,1483567.00,512698122.00,35749767.00,1130333.47,12117250.60,158223.84
1588151647318,56000,0.344,1.29,0.00243,0.107,7.49,1.519,19.57,1121.45,10142013.00,1483567.00,513760648.00,35606144.00,1129842.43,12120873.40,158145.05
1588151768645,55999,0.341,1.29,0.00244,0.108,7.5,1.519,19.57,1121.58,10139140.00,1468929.10,514141229.00,35507314.00,1127543.91,12121499.90,156273.86
1588151889774,55975,0.34,1.3,0.00243,0.107,7.5,1.518,19.67,1121.47,10148058.00,1453875.50,514264336.00,35328513.00,1125658.81,12121895.00,156100.76
1588152011169,56000,0.34,1.3,0.00243,0.107,7.5,1.518,19.67,1122.35,10149686.00,1453875.50,512811664.00,35006879.00,1122315.60,12126246.90,156094.11
1588152132427,56000,0.339,1.3,0.00244,0.107,7.49,1.518,19.67,1124.62,10170396.00,1453875.50,513015562.00,34267869.00,1123316.28,12142627.40,155783.86
1588152253575,56000,0.338,1.3,0.00244,0.108,7.49,1.519,19.54,1130.81,9961570.00,1453765.50,512830070.00,32673100.00,1111838.45,12178882.40,155423.21
1588152374946,56000,0.338,1.3,0.00244,0.108,7.5,1.519,19.54,1131.35,9982015.00,1452178.30,511807736.00,31234981.00,1111599.23,12174826.70,154399.43
1588152496467,56000,0.341,1.3,0.00244,0.108,7.49,1.52,19.54,1131.26,10131198.00,1446741.20,518475325.00,30934039.00,1111712.77,12159630.70,153004.46
1588152617795,56090,0.34,1.3,0.00244,0.108,7.49,1.52,19.67,1131.47,10146236.00,1474073.30,518676466.00,29907940.00,1113738.62,12158693.80,153207.00
1588152739338,56015,0.341,1.3,0.00244,0.108,7.49,1.518,19.67,1130.42,10202528.00,1469341.80,518676466.00,28519680.00,1125040.48,12153341.50,152988.19
1588152860725,56056,0.338,1.3,0.00244,0.108,7.49,1.52,19.67,1129.57,10202082.00,1447838.70,518982997.00,28929375.00,1124603.02,12123040.30,152768.06
1588152982022,56100,0.338,1.3,0.00244,0.109,7.5,1.52,19.67,1128.78,10066867.00,1447812.00,518982997.00,28180987.00,1127594.07,12038260.70,149253.00
1588153103288,56090,0.338,1.3,0.00244,0.109,7.51,1.521,19.67,1129.11,10043052.00,1445177.10,518982997.00,24738437.00,1128832.32,11966819.90,145176.44
1588153224684,56065,0.338,1.3,0.00244,0.109,7.51,1.519,19.67,1129.14,9924193.00,1443431.10,518982997.00,24470032.00,1122351.20,11854238.90,145201.85
1588153345951,56089,0.34,1.3,0.00244,0.108,7.5,1.521,19.66,1127.54,9914545.00,1443431.10,522874841.00,24179354.00,1128786.67,11636516.30,143896.07
1588153467218,56089,0.342,1.31,0.00244,0.109,7.51,1.511,19.66,1137.99,9876638.00,1452496.00,514308594.00,23549277.00,1120643.95,11435775.70,143831.09
1588153588811,56081.9,0.341,1.31,0.00244,0.109,7.51,1.52,19.66,1141.02,9831115.00,1438773.30,514310688.00,23504691.00,1117427.46,11253556.10,143825.49
1588153709953,55990,0.341,1.31,0.00244,0.109,7.5,1.52,19.66,1146.85,9830915.00,1439160.10,514063483.00,23489031.00,1120533.58,10980713.60,143801.80
1588153831159,55991,0.341,1.31,0.00244,0.109,7.51,1.513,19.66,1145.72,9886742.00,1442976.80,511972156.00,22078009.00,1120324.45,10788343.90,143106.01
1588153952514,56089,0.342,1.3,0.00244,0.109,7.5,1.513,19.66,1147.20,9889873.00,1439889.70,512004001.00,22422950.00,1120354.96,10719806.10,143218.65
1588154073840,56139,0.342,1.3,0.00243,0.109,7.51,1.517,19.57,1152.35,9886930.00,1438898.90,512139422.00,22331865.00,1122659.46,10693201.60,143219.65
1588154195327,56010,0.343,1.3,0.00245,0.108,7.5,1.51,19.57,1157.93,9937453.00,1443403.30,512246952.00,23142019.00,1115885.49,10722289.60,143053.55
1588154338902,56099,0.343,1.3,0.00245,0.109,7.5,1.518,19.57,1158.18,9905046.00,1445377.20,512205810.00,22574261.00,1105549.85,10619899.00,142910.97
1588154582510,56126,0.342,1.31,0.00245,0.109,7.49,1.51,19.58,1163.47,9920337.00,1440754.60,543738293.00,22656124.00,1104298.35,10416556.40,142933.81
1588154704032,56139,0.341,1.31,0.00246,0.109,7.49,1.517,19.65,1163.49,9902624.00,1440754.60,551744395.00,22647293.00,1101441.99,10325295.80,142889.96
1588154825576,56150,0.343,1.31,0.00248,0.109,7.49,1.516,19.65,1167.00,9888383.00,1440754.60,574814419.00,22637914.00,1102702.10,10301176.50,142716.64
1588154947464,56249,0.343,1.3,0.00247,0.109,7.49,1.513,19.57,1174.75,9887272.00,1444131.70,579061802.00,22637714.00,1103357.74,10302027.70,142678.49
1588155176516,56600,0.342,1.3,0.00248,0.109,7.48,1.516,19.56,1185.49,9853601.00,1417106.70,601425916.00,22634661.00,1105113.94,10306341.00,142787.80
1588155476427,57149,0.342,1.32,0.00248,0.108,7.51,1.512,19.56,1232.94,9779525.00,1468818.90,633664908.00,22570682.00,1105076.60,10288376.90,141920.97
1588156076533,57400,0.344,1.31,0.00248,0.109,7.51,1.515,19.59,1317.41,9769814.00,1444138.70,665311079.00,22211990.00,1107911.98,10143218.10,147235.94
1588156333037,57366,0.346,1.31,0.00249,0.109,7.52,1.518,19.58,1339.40,10084313.00,1433992.80,674001011.00,21705073.00,1124530.76,10182905.40,149305.40
1588156485486,57048,0.345,1.31,0.00248,0.108,7.52,1.52,19.58,1358.89,10087452.00,1427447.70,684228852.00,21256231.00,1125552.94,10157146.00,149250.81
1588156675875,57060,0.345,1.31,0.00247,0.109,7.51,1.522,19.59,1368.36,10128491.00,1441029.40,686143335.00,21365864.00,1126874.79,10166522.40,150075.97
1588156976205,57149,0.344,1.31,0.00249,0.108,7.53,1.525,19.68,1389.18,9869330.00,1436328.10,692694026.00,21201558.00,1128352.72,9893447.10,151417.74
1588157276182,57200,0.342,1.31,0.00247,0.109,7.54,1.525,19.68,1400.56,9874819.00,1453839.50,692569724.00,21398875.00,1128371.56,9866568.50,152791.14
1588157397554,57195,0.343,1.3,0.00247,0.109,7.54,1.524,19.69,1402.89,9870484.00,1466662.50,694143470.00,21533014.00,1132228.02,9797885.20,155926.52
1588157576761,57190,0.342,1.31,0.00248,0.109,7.53,1.518,19.72,1406.37,9871259.00,1466699.70,694015446.00,21419628.00,1130673.89,9702570.20,157324.08
1588158541243,57302,0.348,1.31,0.00248,0.109,7.53,1.53,19.81,1444.59,9924687.00,1485751.70,703267988.00,21185676.00,1133960.08,9233257.20,159750.49
1588158722829,57400,0.347,1.31,0.00249,0.109,7.54,1.541,19.9,1456.19,10007135.00,1501018.90,693689925.00,21774988.00,1130417.35,9437600.60,161235.36
1588158916203,57450,0.347,1.31,0.00249,0.111,7.53,1.54,19.86,1469.66,10057297.00,1511032.90,688081062.00,22139908.00,1136977.73,9515607.80,158706.59
1588159215806,57480,0.349,1.31,0.00249,0.11,7.55,1.54,19.85,1481.84,9972791.00,1509960.70,689602772.00,22153284.00,1129576.19,9511455.70,160264.12
1588159516954,57451,0.355,1.31,0.00248,0.109,7.54,1.538,19.66,1484.30,10196882.00,1516427.10,693903567.00,21075142.00,1152750.04,9402837.00,160831.35
1588159679303,57490,0.353,1.31,0.00249,0.109,7.54,1.539,19.87,1491.45,10433585.00,1537756.90,695102743.00,20841452.00,1152482.88,9371805.30,160601.22
1588159815788,57400,0.356,1.31,0.00249,0.109,7.54,1.54,19.8,1494.84,10700524.00,1528976.90,695111510.00,20822734.00,1154957.21,9350601.40,161399.29
1588159981925,57410,0.354,1.31,0.00249,0.109,7.53,1.54,19.8,1497.53,10674314.00,1455112.80,694363852.00,20907987.00,1150099.53,9374154.40,157676.71
1588160103293,57400,0.353,1.31,0.00249,0.11,7.53,1.54,19.8,1502.81,10581950.00,1459616.40,688901668.00,20898584.00,1151887.90,9332769.00,157925.27
1588160224749,57399,0.353,1.31,0.00249,0.109,7.53,1.54,19.86,1503.59,10608240.00,1451328.90,687086971.00,20769287.00,1151762.85,9302525.20,157674.33
1588160346189,57350,0.353,1.31,0.00248,0.11,7.53,1.539,19.83,1506.42,10642561.00,1451328.90,687211460.00,20770979.00,1152625.99,9152228.80,157862.32
1588160467933,57320,0.352,1.31,0.00248,0.109,7.53,1.54,19.85,1509.89,10668528.00,1460376.60,689242091.00,20607167.00,1152875.15,9132691.70,158387.86
1588160589650,57325,0.352,1.31,0.00248,0.11,7.54,1.545,19.85,1508.98,10661256.00,1458856.30,691855891.00,20667313.00,1153482.23,9063593.80,158413.03
1588160711568,57394,0.353,1.31,0.00247,0.109,7.54,1.544,19.85,1507.25,10789208.00,1453814.10,696324524.00,20671705.00,1152042.13,9064469.50,158107.22
1588161111189,57200,0.352,1.31,0.00247,0.11,7.54,1.544,19.77,1518.48,10999978.00,1463729.60,684451226.00,20677726.00,1145662.61,9125664.00,158301.34
1588161411196,57199.9,0.352,1.31,0.00248,0.11,7.54,1.539,19.7,1531.75,11007668.00,1477866.00,689681519.00,20737769.00,1135787.78,9127177.00,159745.05
1588161533285,57199,0.352,1.32,0.00248,0.11,7.54,1.544,19.72,1532.17,10997881.00,1484122.50,690068199.00,20735771.00,1124133.15,9134761.40,160599.92
1588161711050,57161,0.352,1.31,0.00249,0.11,7.54,1.547,19.73,1533.40,10987423.00,1488147.90,689962681.00,20302051.00,1125220.41,9168936.70,157299.01
1588162011205,57303,0.355,1.3,0.00248,0.11,7.54,1.545,19.68,1527.30,11052282.00,1486815.60,681746249.00,19502000.00,1116861.79,9157272.60,151599.94
1588162311348,57201,0.353,1.3,0.00247,0.11,7.55,1.545,19.77,1526.47,11081944.00,1476802.40,677713612.00,18808816.00,1106232.13,9097831.60,150363.35
1588162433467,57206,0.353,1.3,0.00247,0.11,7.55,1.544,19.77,1525.54,11098252.00,1468305.50,678455368.00,18749253.00,1109781.76,9104318.90,150341.58
1588162611379,57328,0.353,1.32,0.00247,0.11,7.55,1.545,19.77,1525.59,11058737.00,1468800.50,675479818.00,18708325.00,1106489.78,9096815.20,149188.34
1588162733156,57330,0.352,1.32,0.00247,0.11,7.56,1.547,19.75,1525.63,10993557.00,1467911.70,675479818.00,18854198.00,1105437.44,9017412.60,149490.69
1588162911186,57271,0.354,1.32,0.00248,0.109,7.56,1.546,19.75,1524.71,10934723.00,1471137.60,675936290.00,18338756.00,1108884.31,8957800.50,148162.90
1588163212184,57300,0.353,1.31,0.00248,0.109,7.56,1.544,19.77,1525.52,10874520.00,1469039.70,681008242.00,18077049.00,1109916.69,8929356.90,143607.05
1588163333781,57300,0.353,1.31,0.00248,0.11,7.56,1.546,19.77,1527.35,10813128.00,1469039.70,680597075.00,18077560.00,1105534.64,8923262.10,140582.86
1588163456077,57303,0.353,1.31,0.00248,0.109,7.56,1.546,19.77,1527.58,10631485.00,1468649.10,679651487.00,18078380.00,1105916.73,8906877.70,139833.75
1588163762036,57394,0.352,1.32,0.00247,0.11,7.56,1.548,19.71,1534.07,10673128.00,1498463.30,678562848.00,18048579.00,1070254.38,8870633.40,135724.44
1588163884025,57348,0.354,1.32,0.00247,0.11,7.57,1.544,19.78,1536.43,10675407.00,1548521.00,678588037.00,18035473.00,1069935.55,8878951.70,131918.04
1588164005423,57356,0.352,1.32,0.00247,0.11,7.56,1.544,19.79,1538.86,10704334.00,1545614.90,678583241.00,18035473.00,1070158.39,8846898.90,132515.23
1588164126763,57358,0.354,1.32,0.00247,0.11,7.56,1.548,19.85,1539.31,10714975.00,1540582.80,674117384.00,18033365.00,1072076.34,8837247.90,132653.87
1588164248831,57399,0.353,1.32,0.00247,0.11,7.56,1.545,19.76,1540.33,10694525.00,1542478.60,673956554.00,18030725.00,1071470.56,8829808.90,130558.25
1588164370670,57399,0.354,1.32,0.00247,0.11,7.59,1.549,19.76,1541.72,10667618.00,1542863.80,663181305.00,18027081.00,1074017.56,8814185.10,130470.00
1588164492448,57497,0.353,1.32,0.00247,0.109,7.58,1.555,19.76,1547.61,10667148.00,1559738.70,661234029.00,18029079.00,1073401.95,8880122.00,130329.07
1588164842740,57600,0.354,1.32,0.00248,0.11,7.59,1.56,19.87,1576.23,10735966.00,1562351.90,678833189.00,18594021.00,1068364.08,9055539.00,129651.06
1588164964363,57688,0.351,1.32,0.00246,0.109,7.59,1.563,19.87,1581.67,10875573.00,1566667.40,677830597.00,18639469.00,1063174.91,9078883.20,128755.26
1588165085985,57819,0.353,1.33,0.00249,0.111,7.6,1.567,19.87,1598.42,10918350.00,1588928.00,670311826.00,19436806.00,1059841.42,9070550.30,128539.98
1588165207788,57887,0.354,1.33,0.00249,0.111,7.58,1.561,19.87,1606.62,11023746.00,1591431.20,676243416.00,19432267.00,1061334.51,9115180.20,128594.25
1588165329110,58103.2,0.354,1.32,0.00249,0.112,7.6,1.568,19.87,1634.63,11102848.00,1583433.70,684203341.00,19690133.00,1064172.31,9149242.60,128605.62
1588165450922,58349,0.355,1.33,0.00249,0.111,7.64,1.579,19.86,1654.35,11113202.00,1588404.70,682107054.00,19676846.00,1073045.21,9162119.00,128681.08
1588165636926,58640,0.355,1.34,0.00249,0.112,7.65,1.574,19.89,1692.52,11119027.00,1615594.90,684057491.00,19679875.00,1083763.29,9313434.00,132740.36
1588165936380,58532.1,0.355,1.34,0.00248,0.111,7.61,1.566,19.82,1709.91,11245720.00,1622603.30,678323998.00,19690463.00,1115263.72,9337265.00,132730.50
1588166236678,58591,0.354,1.34,0.00249,0.112,7.64,1.565,19.82,1730.86,11247290.00,1597965.70,683580994.00,19793791.00,1107260.55,9381918.50,135233.84
1588166368147,58750,0.351,1.34,0.0025,0.111,7.63,1.567,19.9,1739.96,11380626.00,1598338.80,698990958.00,19812289.00,1114114.51,9384881.00,137350.80
1588166489667,58990,0.357,1.33,0.0025,0.112,7.61,1.565,19.9,1760.06,11448319.00,1596976.30,708085165.00,19828428.00,1118033.24,9400685.70,136616.62
1588166772715,59100,0.355,1.34,0.00249,0.111,7.65,1.566,19.85,1834.79,11476278.00,1657953.70,707371462.00,19871878.00,1130784.00,9410013.20,137159.95
1588166894537,59100,0.355,1.34,0.00249,0.112,7.64,1.564,19.9,1848.91,11488416.00,1657660.90,706992343.00,19806800.00,1138089.43,9461510.10,137473.74
1588167016211,59190,0.356,1.34,0.0025,0.111,7.63,1.565,19.87,1856.05,11544214.00,1657660.90,707269649.00,19870598.00,1135357.69,9493555.90,135109.85
1588167722505,58400,0.353,1.32,0.00249,0.111,7.59,1.545,19.83,1943.16,11546456.00,1692263.50,720318345.00,20279097.00,1178966.23,9670549.20,137208.84
1588167844161,57845,0.353,1.32,0.00248,0.11,7.59,1.544,19.82,1976.77,11616694.00,1699047.10,730134445.00,20395824.00,1183881.60,9677959.80,137053.13
1588168001709,58390,0.352,1.31,0.00248,0.11,7.58,1.53,19.7,2007.44,11651251.00,1737990.70,727070737.00,20847146.00,1187117.73,9777064.40,137476.43
1588168138711,58200,0.35,1.31,0.00249,0.11,7.56,1.53,19.7,2025.49,11716632.00,1737990.70,733884017.00,20789670.00,1193038.63,9783848.30,136527.69
1588168305689,58250,0.35,1.32,0.00249,0.109,7.56,1.537,19.85,2029.31,11737745.00,1741404.80,749474058.00,20850057.00,1196209.27,9813652.30,138011.66
1588168428070,58388,0.352,1.32,0.0025,0.109,7.57,1.54,19.85,2037.88,11817260.00,1743017.40,753003052.00,20674592.00,1199320.42,9801004.40,136031.87
1588171007153,58500,0.352,1.33,0.0025,0.11,7.56,1.55,19.86,2121.57,12218904.00,1706875.10,781769959.00,21222873.00,1202024.47,9836741.20,137638.93
1588171321543,58629,0.353,1.33,0.00249,0.11,7.58,1.548,19.86,2131.53,12210898.00,1706890.00,785115409.00,21233828.00,1206501.18,9866223.30,137479.19
1588175101771,58450,0.353,1.36,0.0025,0.11,7.64,1.547,19.73,2148.81,12140823.00,2186697.00,837425780.00,21637476.00,1252979.12,9959602.00,132997.57
1588175223177,58450,0.353,1.36,0.00249,0.109,7.64,1.547,19.75,2149.58,12141311.00,2191050.60,838154720.00,21730025.00,1252979.12,9958027.00,132882.75
1588175344561,58405,0.353,1.36,0.0025,0.11,7.63,1.544,19.75,2150.29,12141301.00,2189592.40,838684310.00,21717131.00,1255545.47,9957572.10,132855.75
1588175466085,58405,0.352,1.35,0.0025,0.111,7.63,1.544,19.73,2150.24,12146634.00,2181435.90,840255926.00,21714307.00,1257840.51,9957572.10,133097.86
1588175588176,58461,0.353,1.36,0.0025,0.111,7.61,1.546,19.75,2153.08,12153382.00,2189546.80,840177869.00,21715459.00,1258408.99,9918074.70,133139.47
1588175710379,58499,0.353,1.36,0.0025,0.111,7.61,1.551,19.75,2154.24,12153382.00,2189153.10,841978706.00,21715459.00,1258350.33,9911295.60,133350.87
1588175832081,58464,0.353,1.37,0.00251,0.11,7.63,1.55,19.75,2155.79,12153382.00,2203652.70,841844815.00,21786698.00,1261980.29,9921544.40,133067.59
1588176020019,58600,0.352,1.37,0.0025,0.11,7.63,1.55,19.81,2158.28,12188832.00,2208142.40,844032139.00,21815459.00,1262052.29,9935293.30,134474.07
1588176141975,58517,0.352,1.37,0.00251,0.11,7.61,1.551,19.82,2162.28,12188832.00,2230726.60,848158495.00,21964788.00,1263323.16,9939857.10,134574.97
1588176263406,58680,0.352,1.36,0.00251,0.11,7.63,1.554,19.72,2163.96,12189684.00,2236601.30,848957713.00,21964788.00,1263324.16,9940045.80,134671.07
1588176384893,58686,0.352,1.37,0.0025,0.111,7.6,1.557,19.82,2166.54,12201986.00,2236621.60,846459402.00,21963830.00,1263733.63,9939278.60,132834.10
1588176507326,58900,0.353,1.37,0.0025,0.111,7.61,1.561,19.74,2188.91,12220854.00,2236621.60,840424303.00,21966674.00,1264216.30,9962649.10,132819.58
1588176628920,58877,0.354,1.37,0.0025,0.111,7.61,1.564,19.74,2191.10,12302345.00,2236621.60,840424303.00,22102661.00,1265234.48,10000507.50,131663.22
1588176750416,58949,0.355,1.37,0.00251,0.111,7.61,1.565,19.75,2196.57,12317098.00,2236621.60,850402286.00,22101161.00,1265034.48,10052474.00,133082.05
1588176871990,58967,0.355,1.37,0.0025,0.111,7.61,1.565,19.75,2205.74,12319706.00,2236621.60,851211700.00,22101030.00,1263620.67,10066738.10,137666.14
1588176993530,58980,0.355,1.37,0.00251,0.11,7.59,1.561,19.75,2207.79,12373358.00,2236601.60,851246182.00,22096168.00,1267224.59,10080173.50,137666.14
1588177115425,58982,0.355,1.37,0.00251,0.11,7.59,1.561,19.75,2211.41,12418588.00,2236674.50,852986900.00,21620661.00,1267222.25,10080173.50,137669.12
1588177237077,59099,0.356,1.37,0.00251,0.11,7.62,1.564,19.75,2227.07,12418673.00,2236616.20,854551297.00,21619351.00,1269374.05,10100825.00,136674.04
1588177358612,59150,0.356,1.36,0.00251,0.111,7.61,1.561,19.75,2231.02,12471184.00,2242819.80,854043074.00,21791850.00,1273943.99,10163651.40,136843.36
1588177480240,59300,0.355,1.36,0.00252,0.112,7.63,1.564,19.85,2247.01,12540186.00,2254178.00,854402783.00,22318118.00,1276621.13,10186469.00,137253.38
1588177603106,59251,0.356,1.36,0.00252,0.112,7.63,1.565,19.85,2251.68,12748714.00,2254178.00,860219078.00,22330240.00,1276027.00,10235241.70,137620.45
1588177724426,59001,0.357,1.36,0.00251,0.112,7.61,1.563,19.75,2260.43,12930044.00,2254178.00,860236267.00,22383190.00,1274728.15,10236003.60,137733.57
1588177845884,59080,0.358,1.36,0.00252,0.112,7.63,1.564,19.75,2263.04,12957971.00,2254178.00,856396774.00,22453555.00,1275886.83,10239977.80,137733.57
1588177967491,59010,0.359,1.36,0.00251,0.112,7.63,1.564,19.84,2268.37,13041003.00,2253750.90,856398243.00,23022593.00,1279517.13,10239803.10,137954.81
1588178088976,59202,0.358,1.35,0.00252,0.113,7.63,1.563,19.84,2269.87,13045201.00,2253760.90,849621082.00,23004898.00,1279517.13,10244968.10,137683.62
1588178211519,59238,0.357,1.37,0.00252,0.112,7.64,1.565,19.84,2272.74,13056297.00,2285451.10,854904891.00,23002887.00,1283297.41,10255526.30,137671.63
1588178333882,59250,0.357,1.36,0.00252,0.112,7.63,1.565,19.84,2272.63,13131349.00,2290185.70,854904891.00,23270826.00,1284553.92,10269993.90,136685.91
1588178456480,59360,0.358,1.36,0.00252,0.112,7.64,1.568,19.83,2280.50,13143624.00,2290185.70,858204644.00,23350867.00,1284984.81,10763905.10,138764.80
1588178578265,59575,0.359,1.36,0.00253,0.112,7.65,1.571,19.83,2299.32,13143808.00,2296204.70,858211671.00,23406866.00,1297694.70,10798817.90,137574.38
1588178882236,59500,0.357,1.37,0.00253,0.112,7.65,1.572,19.87,2367.29,13107957.00,2297083.30,856429183.00,24050974.00,1334806.52,11038568.80,139006.66
1588179003814,60189,0.356,1.36,0.00253,0.112,7.65,1.575,19.88,2395.25,13342794.00,2309707.50,866165312.00,24032283.00,1340669.62,11057156.20,139360.30
1588179125442,60030,0.357,1.37,0.00253,0.113,7.63,1.575,19.89,2414.25,13349387.00,2342381.40,866267909.00,24041285.00,1341751.77,11129526.10,140028.10
1588179246755,60195,0.357,1.36,0.00253,0.113,7.63,1.58,19.82,2433.15,13351923.00,2346087.60,856079330.00,24041285.00,1361405.82,11206457.50,143171.54
1588179369184,60199,0.356,1.36,0.00253,0.113,7.64,1.58,19.92,2441.93,13357241.00,2350445.20,856599182.00,24046867.00,1361829.98,11168761.60,143913.20
1588179490498,60200,0.355,1.36,0.00253,0.113,7.64,1.577,19.96,2456.54,13348401.00,2350445.20,856513563.00,24051459.00,1378766.79,11056738.80,144333.03
1588179611733,60155,0.355,1.36,0.00254,0.113,7.68,1.58,19.96,2462.93,13464948.00,2350904.50,864700606.00,24049270.00,1389692.19,11047959.10,144496.27
1588179733155,60085,0.354,1.36,0.00255,0.113,7.66,1.578,19.95,2469.00,13555376.00,2350952.30,887267931.00,24128223.00,1391155.05,11078630.70,144471.92
1588179854742,60100,0.353,1.36,0.00254,0.112,7.67,1.57,19.95,2474.65,13643980.00,2359039.00,887772216.00,24544087.00,1396306.16,11137408.40,144425.67
1588179976107,60160,0.354,1.35,0.00255,0.113,7.67,1.574,19.9,2475.54,13654022.00,2369039.00,894599052.00,24542833.00,1398847.52,11155409.30,144867.01
1588180097654,60104,0.355,1.36,0.00255,0.112,7.69,1.585,19.92,2487.65,13682504.00,2369263.30,894646092.00,24642489.00,1403439.53,11162714.60,144882.74
1588180219054,60249,0.354,1.36,0.00255,0.112,7.7,1.58,19.95,2492.54,13788803.00,2367151.90,894646092.00,24643877.00,1412079.83,11191458.90,145168.32
1588180340467,60199,0.354,1.36,0.00255,0.113,7.7,1.577,19.92,2495.49,13831412.00,2367446.00,894646092.00,24656551.00,1417785.57,11226393.90,145223.20
1588180462152,60200,0.354,1.35,0.00254,0.113,7.69,1.573,19.95,2499.82,13837081.00,2389328.10,895949592.00,24656551.00,1423850.31,11248859.70,145385.95
1588180583512,60200,0.354,1.35,0.00253,0.112,7.67,1.572,19.96,2502.64,13843282.00,2394208.40,896057189.00,24768913.00,1425019.93,11233450.00,146303.72
1588180705818,60210,0.354,1.35,0.00254,0.112,7.69,1.577,19.9,2505.03,13843231.00,2395667.70,898155418.00,24768633.00,1425873.23,11246303.90,145735.41
1588180905590,60350,0.355,1.35,0.00254,0.112,7.75,1.575,19.99,2511.01,13863727.00,2396667.70,909243442.00,24768633.00,1464600.70,11265178.50,146472.48
1588181026973,60489,0.356,1.35,0.00254,0.112,7.81,1.575,19.96,2519.79,13985907.00,2396667.70,911087483.00,24912351.00,1497401.35,11262879.20,147226.52
1588181148394,60800,0.355,1.35,0.00254,0.113,7.84,1.58,19.98,2534.09,14031417.00,2396667.70,911520013.00,25801220.00,1529823.09,11273161.00,148126.73
1588181269727,60997,0.357,1.37,0.00255,0.113,7.89,1.589,20.1,2558.10,14174297.00,2420953.00,919497455.00,25704710.00,1560621.79,11373499.90,148907.23
1588181391236,61300,0.355,1.37,0.00255,0.113,7.95,1.584,20.24,2576.97,14204331.00,2437010.50,923443612.00,25708138.00,1592770.77,11427520.60,150253.75
1588181513015,61299,0.355,1.37,0.00255,0.113,7.94,1.584,20.22,2612.40,14232523.00,2455199.80,924441073.00,26052588.00,1623779.50,11498519.10,153500.04
1588181634427,61300,0.355,1.37,0.00255,0.113,7.84,1.589,20.34,2629.00,14256324.00,2455199.80,924481045.00,26410137.00,1647242.41,11499821.00,154530.13
1588181755994,61111,0.357,1.36,0.00254,0.113,7.8,1.59,20.37,2639.72,14361912.00,2457282.90,931990686.00,26521533.00,1657976.98,11517076.00,155968.98
1588181877665,61270,0.356,1.36,0.00254,0.113,7.85,1.59,20.39,2644.81,14362419.00,2460349.90,934178326.00,26596737.00,1661243.47,11529068.80,157628.65
1588181999282,61211,0.358,1.36,0.00255,0.113,7.89,1.593,20.44,2649.01,14349733.00,2469394.80,931118754.00,27211859.00,1676537.02,11528938.50,158502.01
1588182121740,61550,0.356,1.35,0.00255,0.113,7.87,1.591,20.45,2662.79,14364172.00,2470078.40,931532581.00,27209825.00,1695399.30,11557935.20,159773.20
1588182243202,61975,0.357,1.37,0.00255,0.114,7.9,1.593,20.43,2696.25,14439890.00,2470999.30,940347414.00,27210002.00,1707039.94,11581995.10,160761.70
1588182364765,62400,0.357,1.36,0.00255,0.114,7.94,1.599,20.42,2729.64,14562011.00,2481017.10,950313301.00,27987915.00,1723639.14,11778294.20,165058.38
1588182486330,62470,0.358,1.35,0.00254,0.114,7.93,1.6,20.49,2757.34,14600656.00,2481037.00,950497082.00,28071082.00,1737053.86,11826211.40,166130.63
1588182608271,62822,0.358,1.35,0.00255,0.114,7.94,1.6,20.58,2789.67,14610650.00,2483365.10,954270677.00,28180321.00,1768687.82,11876526.90,169423.64
1588182730639,62600,0.358,1.36,0.00255,0.114,7.9,1.597,20.62,2837.77,14621051.00,2506373.30,954364239.00,28191164.00,1786398.31,11870464.00,170149.68
1588182853794,61400,0.358,1.35,0.00254,0.113,7.8,1.595,20.35,2876.67,14642711.00,2514192.30,956477422.00,28192094.00,1819831.02,11980574.40,175275.07
1588182976021,60800,0.357,1.35,0.00253,0.112,7.81,1.566,20.07,2912.41,14650640.00,2525902.60,958373057.00,28284433.00,1836380.77,12094503.10,177462.03
1588183097831,61300,0.354,1.35,0.00254,0.112,7.8,1.562,20.09,2928.06,14698310.00,2525336.00,968782773.00,28422247.00,1856877.61,12196836.60,178077.62
